,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_min_samples_leaf,param_random_state,param_subsample,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,4.062657308578491,0.24011354118067404,0.06819791793823242,0.017519156729896363,0.1,3,0.25,1,42,0.25,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 1, 'random_state': 42, 'subsample': 0.25, 'verbose': 1}",0.7199903194578896,0.7310019361084221,0.7139831790403582,0.717855630180916,0.7170085314939191,0.719967919256301,0.0058444313013393066,1209
1,4.943852758407592,0.34186533986726825,0.06460003852844239,0.006312445628083717,0.1,3,0.25,1,42,0.5,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 1, 'random_state': 42, 'subsample': 0.5, 'verbose': 1}",0.7179937076476283,0.7309414327202324,0.7150723059236401,0.7159799116597083,0.7187027288679131,0.7197380173638244,0.005753662764367701,1211
2,5.792572402954102,0.23939321118460943,0.06400537490844727,0.0014104774386591089,0.1,3,0.25,1,42,0.75,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 1, 'random_state': 42, 'subsample': 0.75, 'verbose': 1}",0.7169046466602129,0.7281582768635043,0.7179766442790585,0.7160404187087795,0.7177346160827737,0.7193629205188659,0.004450023798160795,1214
3,6.246182632446289,0.36061857892731025,0.071403169631958,0.005746025817051368,0.1,3,0.25,1,42,1,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 1, 'random_state': 42, 'subsample': 1, 'verbose': 1}",0.7132139399806389,0.7341481122942884,0.7224541659103285,0.7167059962485629,0.7181581654262722,0.7209360759720181,0.007240224396772491,1201
4,4.055529832839966,0.12228070763505697,0.06359844207763672,0.0034377967159060904,0.1,3,0.25,2,42,0.25,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 2, 'random_state': 42, 'subsample': 0.25, 'verbose': 1}",0.7222289448209099,0.7289448209099709,0.716161432806922,0.7180371513281297,0.7168875173957766,0.7204519734523418,0.004737753414521191,1205
5,5.107925796508789,0.39181686833054774,0.06259646415710449,0.0038797011404633824,0.1,3,0.25,2,42,0.5,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 2, 'random_state': 42, 'subsample': 0.5, 'verbose': 1}",0.7179937076476283,0.7303363988383349,0.7150723059236401,0.7194893205058389,0.7168875173957766,0.7199558500622437,0.005386782235822031,1210
6,6.113248634338379,0.34411095120520513,0.07041702270507813,0.006626091140910924,0.1,3,0.25,2,42,0.75,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 2, 'random_state': 42, 'subsample': 0.75, 'verbose': 1}",0.7167836398838335,0.7281582768635043,0.715858897561566,0.7150117988745689,0.7177346160827737,0.7187094458532493,0.004811187959657427,1216
7,6.019002866744995,0.30077131315437333,0.062106895446777347,0.002722469779883387,0.1,3,0.25,2,42,1,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 2, 'random_state': 42, 'subsample': 1, 'verbose': 1}",0.7132139399806389,0.7341481122942884,0.7224541659103285,0.7155563623162099,0.7182186724753433,0.7207182505953618,0.0073835255321532825,1204
8,4.485888481140137,0.1454983713420018,0.0701972484588623,0.00842406409041992,0.1,3,0.25,3,42,0.25,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 3, 'random_state': 42, 'subsample': 0.25, 'verbose': 1}",0.7203533397870281,0.7295498547918683,0.7153748411689962,0.7135596296968597,0.7152538270708537,0.7188182985031212,0.0058264758600578385,1215
9,5.42125768661499,0.291472208436727,0.07900128364562989,0.016013392329435626,0.1,3,0.25,3,42,0.5,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 3, 'random_state': 42, 'subsample': 0.5, 'verbose': 1}",0.7166021297192643,0.7303363988383349,0.7193077993586253,0.7194893205058389,0.718097658377201,0.7207666613598529,0.004895031238100335,1203
10,6.3220131397247314,0.45329175302324975,0.0653080940246582,0.004302193805464794,0.1,3,0.25,3,42,0.75,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 3, 'random_state': 42, 'subsample': 0.75, 'verbose': 1}",0.7168441432720233,0.7280977734753146,0.715858897561566,0.7150117988745689,0.7177346160827737,0.7187094458532493,0.0047826469884851616,1216
11,6.520655536651612,0.42238533107301496,0.07662873268127442,0.023286108211951737,0.1,3,0.25,3,42,1,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 3, 'random_state': 42, 'subsample': 1, 'verbose': 1}",0.7132139399806389,0.7341481122942884,0.7245114055787499,0.7214860531251891,0.7181581654262722,0.7223035352810278,0.007009162673348506,1195
12,4.164806461334228,0.31916036427860905,0.06379933357238769,0.0031908910142369193,0.1,3,0.25,10,42,0.25,1,"{'learning_rate': 0.1, 'max_depth': 3, 'max_features': 0.25, 'min_samples_leaf': 10, 'random_state': 42, 'subsample': 0.25, 'verbose': 1}",0.719445788964182,0.7284002904162633,0.7138621649422158,0.7194893205058389,0.715858897561566,0.7194112924780132,0.004984409460818694,1213
