,precision,recall,f1-score,support
Tinnitus NO,0.5510811657787528,0.2015357286115409,0.29513699492300594,17451.0
Tinnitus YES,0.5114305750350631,0.8358260271617672,0.6345739705466489,17451.0
accuracy,0.5186808778866541,0.5186808778866541,0.5186808778866541,0.5186808778866541
macro avg,0.5312558704069079,0.5186808778866541,0.4648554827348274,34902.0
weighted avg,0.531255870406908,0.5186808778866541,0.4648554827348274,34902.0
